分类,名称,型号,图片数,粒子系统数,独立目录,源包
炮弹,火焰球子弹,zidan_huoguang,1,0,battle-assets/炮弹/bulletall__zidan_huoguang,bulletall/zidan_huoguang
炮弹,嘉宾点数子弹,zidan_jiabindianshu_doa,1,0,battle-assets/炮弹/bulletall__zidan_jiabindianshu_doa,bulletall/zidan_jiabindianshu_doa
炮弹,电影胶卷子弹,zidan_jiaojuanhe,1,0,battle-assets/炮弹/bulletall__zidan_jiaojuanhe,bulletall/zidan_jiaojuanhe
炮弹,安定胶囊子弹,zidan_jiaonang,1,0,battle-assets/炮弹/bulletall__zidan_jiaonang,bulletall/zidan_jiaonang
炮弹,浑圆金珠子弹,zidan_jinzhu,1,0,battle-assets/炮弹/bulletall__zidan_jinzhu,bulletall/zidan_jinzhu
炮弹,粉领结子弹,zidan_lingjie,1,0,battle-assets/炮弹/bulletall__zidan_lingjie,bulletall/zidan_lingjie
炮弹,幽冥子弹,zidan_lvzhu,1,0,battle-assets/炮弹/bulletall__zidan_lvzhu,bulletall/zidan_lvzhu
炮弹,麻将牌子弹,zidan_majiangpai,1,0,battle-assets/炮弹/bulletall__zidan_majiangpai,bulletall/zidan_majiangpai
炮弹,墨韵流光子弹,zidan_moshui,1,0,battle-assets/炮弹/bulletall__zidan_moshui,bulletall/zidan_moshui
炮弹,迷你相纸子弹,zidan_pailidexiangzhi,1,0,battle-assets/炮弹/bulletall__zidan_pailidexiangzhi,bulletall/zidan_pailidexiangzhi
炮弹,特大强化石子弹,zidan_qianghuashi_doa,1,0,battle-assets/炮弹/bulletall__zidan_qianghuashi_doa,bulletall/zidan_qianghuashi_doa
炮弹,花翎子弹,zidan_queyu,1,0,battle-assets/炮弹/bulletall__zidan_queyu,bulletall/zidan_queyu
炮弹,三色彩带子弹,zidan_saichecaidai,1,0,battle-assets/炮弹/bulletall__zidan_saichecaidai,bulletall/zidan_saichecaidai
炮弹,存储卡子弹,zidan_sdcard,1,0,battle-assets/炮弹/bulletall__zidan_sdcard,bulletall/zidan_sdcard
炮弹,假日珊瑚子弹,zidan_shanhu,1,0,battle-assets/炮弹/bulletall__zidan_shanhu,bulletall/zidan_shanhu
炮弹,V宝石子弹,zidan_vbaoshi_doa,1,0,battle-assets/炮弹/bulletall__zidan_vbaoshi_doa,bulletall/zidan_vbaoshi_doa
炮弹,黑白围棋子弹,zidan_weiqiqizi,1,0,battle-assets/炮弹/bulletall__zidan_weiqiqizi,bulletall/zidan_weiqiqizi
炮弹,假日饮料子弹,zidan_yinliaolan,1,0,battle-assets/炮弹/bulletall__zidan_yinliaolan,bulletall/zidan_yinliaolan
炮弹,装饰棉花糖子弹,zidan_yunduomianhua,1,0,battle-assets/炮弹/bulletall__zidan_yunduomianhua,bulletall/zidan_yunduomianhua
炮弹,蛸目子弹,zidan_zhangyuyan,1,0,battle-assets/炮弹/bulletall__zidan_zhangyuyan,bulletall/zidan_zhangyuyan
炮弹,海浪抱枕子弹,zidan_zhentou,1,0,battle-assets/炮弹/bulletall__zidan_zhentou,bulletall/zidan_zhentou
飞机,1式陆攻,1shilugong,2,0,battle-assets/飞机/chargo__1shilugong,chargo/1shilugong
飞机,95shi,95shi,2,0,battle-assets/飞机/chargo__95shi,chargo/95shi
飞机,96式陆攻,961shilugong,2,0,battle-assets/飞机/chargo__961shilugong,chargo/961shilugong
飞机,默认重樱战斗机,96jiangong,2,0,battle-assets/飞机/chargo__96jiangong,chargo/96jiangong
飞机,默认重樱鱼雷机,97jiangong,2,0,battle-assets/飞机/chargo__97jiangong,chargo/97jiangong
飞机,九七式舰攻改,97jiangonggai,2,0,battle-assets/飞机/chargo__97jiangonggai,chargo/97jiangonggai
飞机,默认重樱轰炸机,99shijianbao1,2,0,battle-assets/飞机/chargo__99shijianbao1,chargo/99shijianbao1
飞机,空母·加贺-轰炸机,99shijianbao2,2,0,battle-assets/飞机/chargo__99shijianbao2,chargo/99shijianbao2
飞机,九九式舰爆改,99shijianbaogai,2,0,battle-assets/飞机/chargo__99shijianbaogai,chargo/99shijianbaogai
飞机,AD1天袭者,ad1,2,0,battle-assets/飞机/chargo__ad1,chargo/ad1
飞机,【大世界】黑飞龙通用飞机战斗机lv1,alter_plane1,2,0,battle-assets/飞机/chargo__alter_plane1,chargo/alter_plane1
飞机,【大世界】黑飞龙飞机2,alter_plane2,2,0,battle-assets/飞机/chargo__alter_plane2,chargo/alter_plane2
飞机,萨拉托加metaSBDLv1,alter_plane2_blue,2,0,battle-assets/飞机/chargo__alter_plane2_blue,chargo/alter_plane2_blue
飞机,【2021美系活动B3】BOSS 苍龙·META 二阶段 余烬飞机,alter_plane3,2,0,battle-assets/飞机/chargo__alter_plane3,chargo/alter_plane3
飞机,Ar-195舰载鱼雷机,ar195,2,0,battle-assets/飞机/chargo__ar195,chargo/ar195
飞机,Ar-197舰载战斗机,ar197,2,0,battle-assets/飞机/chargo__ar197,chargo/ar197
飞机,库尔斯克水上机Lv1,be-4,2,0,battle-assets/飞机/chargo__be-4,chargo/be-4
飞机,BF-109G,bf109g,2,0,battle-assets/飞机/chargo__bf109g,chargo/bf109g
飞机,BF-109T舰载战斗机T1,bf109t,2,0,battle-assets/飞机/chargo__bf109t,chargo/bf109t
飞机,BR.810,br810,2,0,battle-assets/飞机/chargo__br810,chargo/br810
飞机,BTD-1毁灭者,btd,2,0,battle-assets/飞机/chargo__btd,chargo/btd
飞机,彩云（舰攻型）,caiyun,2,0,battle-assets/飞机/chargo__caiyun,chargo/caiyun
飞机,【2024瑞凤活动T2】BOSS 幻形之息航母 战斗机,chongying_m_feiji,2,0,battle-assets/飞机/chargo__chongying_m_feiji,chargo/chongying_m_feiji
飞机,【2025白凤UR活动】天原之息 航母战斗机 Lv1,chongying_u_feiji,2,0,battle-assets/飞机/chargo__chongying_u_feiji,chargo/chongying_u_feiji
飞机,霞飞战斗机弹幕Lv1,d790,2,0,battle-assets/飞机/chargo__d790,chargo/d790
飞机,二式水上战斗机,ershishuizhan,2,0,battle-assets/飞机/chargo__ershishuizhan,chargo/ershishuizhan
飞机,高速速运无人机,expressdrone,2,0,battle-assets/飞机/chargo__expressdrone,chargo/expressdrone
飞机,默认白鹰战斗机,f2a,2,0,battle-assets/飞机/chargo__f2a,chargo/f2a
飞机,F2A水牛(萨奇队）,f2athach,2,0,battle-assets/飞机/chargo__f2athach,chargo/f2athach
飞机,F4F野猫,f4f,2,0,battle-assets/飞机/chargo__f4f,chargo/f4f
飞机,F4U海盗,f4u,2,0,battle-assets/飞机/chargo__f4u,chargo/f4u
飞机,F4U（VF-17“海盗”中队）,f4u-1d,2,0,battle-assets/飞机/chargo__f4u-1d,chargo/f4u-1d
飞机,F4U海盗（VBF-94中队）,f4u94,2,0,battle-assets/飞机/chargo__f4u94,chargo/f4u94
飞机,B2O通行证 普林斯顿追加迎击战斗机,f6f,2,0,battle-assets/飞机/chargo__f6f,chargo/f6f
飞机,F7F虎猫,f7f,2,0,battle-assets/飞机/chargo__f7f,chargo/f7f
飞机,F8F熊猫,f8f,2,0,battle-assets/飞机/chargo__f8f,chargo/f8f
飞机,试作型F8F熊猫（浮筒型）,f8ffloat,2,0,battle-assets/飞机/chargo__f8ffloat,chargo/f8ffloat
飞机,默认鸢尾水侦,fba19,2,0,battle-assets/飞机/chargo__fba19,chargo/fba19
飞机,万圣夜巡啾飞机(鱼雷),feij_nvwu,2,0,battle-assets/飞机/chargo__feij_nvwu,chargo/feij_nvwu
飞机,飞天斗鸡(鱼雷),feiji_3rd,1,0,battle-assets/飞机/chargo__feiji_3rd,chargo/feiji_3rd
飞机,绊爱技能轰炸机Lv1,feiji_ai_aijiang,2,0,battle-assets/飞机/chargo__feiji_ai_aijiang,chargo/feiji_ai_aijiang
飞机,【绊爱联动】空袭 鱼雷机,feiji_ai_gamer,2,0,battle-assets/飞机/chargo__feiji_ai_gamer,chargo/feiji_ai_gamer
飞机,【绊爱联动】空袭 战斗机,feiji_ai_perform,2,0,battle-assets/飞机/chargo__feiji_ai_perform,chargo/feiji_ai_perform
飞机,暗影啾飞机（鱼雷）,feiji_anyingjiu,1,0,battle-assets/飞机/chargo__feiji_anyingjiu,chargo/feiji_anyingjiu
飞机,白板飞机(鱼雷),feiji_baiban,2,0,battle-assets/飞机/chargo__feiji_baiban,chargo/feiji_baiban
飞机,白凤流星,feiji_baifeng,1,0,battle-assets/飞机/chargo__feiji_baifeng,chargo/feiji_baifeng
飞机,飞空城·白鹭(鱼雷),feiji_bailu,2,0,battle-assets/飞机/chargo__feiji_bailu,chargo/feiji_bailu
飞机,幻影之鹰(鱼雷),feiji_baiying,1,3,battle-assets/飞机/chargo__feiji_baiying,chargo/feiji_baiying
飞机,芭蕾舞裙啾(鱼雷),feiji_baleiwuqunjiu,2,0,battle-assets/飞机/chargo__feiji_baleiwuqunjiu,chargo/feiji_baleiwuqunjiu
飞机,滑轮椅飞机(鱼雷),feiji_bangongyi,2,0,battle-assets/飞机/chargo__feiji_bangongyi,chargo/feiji_bangongyi
飞机,半象飞机(鱼雷),feiji_banxiang,2,0,battle-assets/飞机/chargo__feiji_banxiang,chargo/feiji_banxiang
飞机,飞机:大包子(鱼雷),feiji_baozi,2,1,battle-assets/飞机/chargo__feiji_baozi,chargo/feiji_baozi
飞机,双层巴士(鱼雷),feiji_bashi,2,0,battle-assets/飞机/chargo__feiji_bashi,chargo/feiji_bashi
飞机,八音盒啾飞机（鱼雷）,feiji_bayinhejiu,2,6,battle-assets/飞机/chargo__feiji_bayinhejiu,chargo/feiji_bayinhejiu
飞机,贝贝金像飞机(鱼雷),feiji_beibeijinxiang,2,0,battle-assets/飞机/chargo__feiji_beibeijinxiang,chargo/feiji_beibeijinxiang
飞机,飞天贝斯啾(鱼雷),feiji_beisijiu,2,1,battle-assets/飞机/chargo__feiji_beisijiu,chargo/feiji_beisijiu
飞机,疾驰急救啾（鱼雷）,feiji_binchuang,2,0,battle-assets/飞机/chargo__feiji_binchuang,chargo/feiji_binchuang
飞机,伯爵啾(鱼雷),feiji_bojue,2,0,battle-assets/飞机/chargo__feiji_bojue,chargo/feiji_bojue
飞机,纪念城门(鱼雷),feiji_bolandengbaomen,2,1,battle-assets/飞机/chargo__feiji_bolandengbaomen,chargo/feiji_bolandengbaomen
飞机,威廉D波特 跨队自己飞,feiji_bote,1,0,battle-assets/飞机/chargo__feiji_bote,chargo/feiji_bote
飞机,迷之布偶(鱼雷),feiji_buou,2,0,battle-assets/飞机/chargo__feiji_buou,chargo/feiji_buou
飞机,【2021古立特联动活动】宝多六花支援武器-苍穹喷气飞机LV1,feiji_cangqiongpenqiji,2,0,battle-assets/飞机/chargo__feiji_cangqiongpenqiji,chargo/feiji_cangqiongpenqiji
飞机,乘务啾飞机（鱼雷）,feiji_chengwuyuan,2,0,battle-assets/飞机/chargo__feiji_chengwuyuan,chargo/feiji_chengwuyuan
飞机,列车头飞机（鱼雷）,feiji_chezhanhuochetou,2,0,battle-assets/飞机/chargo__feiji_chezhanhuochetou,chargo/feiji_chezhanhuochetou
飞机,冲锋舟飞机(鱼雷),feiji_chongfengzhou,2,0,battle-assets/飞机/chargo__feiji_chongfengzhou,chargo/feiji_chongfengzhou
飞机,飞天冲浪啾(鱼雷),feiji_chonglang,1,0,battle-assets/飞机/chargo__feiji_chonglang,chargo/feiji_chonglang
飞机,彩虹独角兽泳圈飞机(鱼雷),feiji_chongqidujiaoshou,2,0,battle-assets/飞机/chargo__feiji_chongqidujiaoshou,chargo/feiji_chongqidujiaoshou
飞机,充气海豚飞机(鱼雷),feiji_chongqihaitun,2,0,battle-assets/飞机/chargo__feiji_chongqihaitun,chargo/feiji_chongqihaitun
飞机,火烈鸟泳圈飞机(鱼雷),feiji_chongqihuolieniao,2,0,battle-assets/飞机/chargo__feiji_chongqihuolieniao,chargo/feiji_chongqihuolieniao
飞机,牛仔啾(鱼雷),feiji_cowboy,1,0,battle-assets/飞机/chargo__feiji_cowboy,chargo/feiji_cowboy
飞机,【2021古立特联动活动】梦芽支援武器-戴拿飞翼LV1,feiji_dainafeiyi,2,0,battle-assets/飞机/chargo__feiji_dainafeiyi,chargo/feiji_dainafeiyi
飞机,冰结傀儡的暴风（鱼雷机）,feiji_dal_bingjiekuilei,1,3,battle-assets/飞机/chargo__feiji_dal_bingjiekuilei,chargo/feiji_dal_bingjiekuilei
飞机,刻刻帝的齿轮（鱼雷机）,feiji_dal_kekedi,1,3,battle-assets/飞机/chargo__feiji_dal_kekedi,chargo/feiji_dal_kekedi
飞机,【2025约战联动L3角色支援】鸢一折纸 大批量舰载机,feiji_dal_rilunzhihuan,1,3,battle-assets/飞机/chargo__feiji_dal_rilunzhihuan,chargo/feiji_dal_rilunzhihuan
飞机,导游啾飞机（鱼雷）,feiji_daoyoujiu,2,0,battle-assets/飞机/chargo__feiji_daoyoujiu,chargo/feiji_daoyoujiu
飞机,金鲤灯影（鱼雷）,feiji_denglongyu,2,0,battle-assets/飞机/chargo__feiji_denglongyu,chargo/feiji_denglongyu
飞机,飞天啾啾雕像(鱼雷),feiji_diaoxiang,2,0,battle-assets/飞机/chargo__feiji_diaoxiang,chargo/feiji_diaoxiang
飞机,【2025曾克SP活动】航母轰炸机 Lv1,feiji_diezhan,2,0,battle-assets/飞机/chargo__feiji_diezhan,chargo/feiji_diezhan
飞机,【偶像活动通用】量产型航空母舰(μ) 轰炸机 Lv1,feiji_djtai,2,0,battle-assets/飞机/chargo__feiji_djtai,chargo/feiji_djtai
飞机,死亡主宰技能剑鱼,feiji_dm,1,3,battle-assets/飞机/chargo__feiji_dm,chargo/feiji_dm
飞机,女天狗沙排啾轰炸机Lv1,feiji_doa,1,0,battle-assets/飞机/chargo__feiji_doa,chargo/feiji_doa
飞机,超级折扣推车（鱼雷）,feiji_dongzhi,2,0,battle-assets/飞机/chargo__feiji_dongzhi,chargo/feiji_dongzhi
飞机,牛仔啾飞机(鱼雷),feiji_douniu,2,0,battle-assets/飞机/chargo__feiji_douniu,chargo/feiji_douniu
飞机,度假啾(鱼雷),feiji_dujiajiu,2,0,battle-assets/飞机/chargo__feiji_dujiajiu,chargo/feiji_dujiajiu
飞机,【2026DOA三期EX普通】BOSS 伊莉丝 常驻轰炸机,feiji_dujiajiu1,2,0,battle-assets/飞机/chargo__feiji_dujiajiu1,chargo/feiji_dujiajiu1
飞机,鹰酱飞机(鱼雷),feiji_eagle,1,0,battle-assets/飞机/chargo__feiji_eagle,chargo/feiji_eagle
飞机,【2026本宁顿活动A3】BOSS 情绪掠影航母 舰载机,feiji_emotion,1,0,battle-assets/飞机/chargo__feiji_emotion,chargo/feiji_emotion
飞机,拉神之子啾（鱼雷）,feiji_falao,2,0,battle-assets/飞机/chargo__feiji_falao,chargo/feiji_falao
飞机,帆船啾（鱼雷）,feiji_fanchuan,2,0,battle-assets/飞机/chargo__feiji_fanchuan,chargo/feiji_fanchuan
飞机,泛舟啾(鱼雷),feiji_fanzhou,2,1,battle-assets/飞机/chargo__feiji_fanzhou,chargo/feiji_fanzhou
飞机,飞翔暴君（鱼雷）,feiji_feijiqiu,2,0,battle-assets/飞机/chargo__feiji_feijiqiu,chargo/feiji_feijiqiu
飞机,【2025拉斐尔活动】我方支援弹幕 飞空艇 飞机,feiji_feikongchuan,2,0,battle-assets/飞机/chargo__feiji_feikongchuan,chargo/feiji_feikongchuan
飞机,【2024异世界冒险 剧情】独角兽 独角兽飞机,feiji_feitiandujiaoshou,2,1,battle-assets/飞机/chargo__feiji_feitiandujiaoshou,chargo/feiji_feitiandujiaoshou
飞机,飞天海盗船(鱼雷),feiji_feitianhaidaochuan,2,0,battle-assets/飞机/chargo__feiji_feitianhaidaochuan,chargo/feiji_feitianhaidaochuan
飞机,假面啾飞机（鱼雷）,feiji_feitianjiche,1,0,battle-assets/飞机/chargo__feiji_feitianjiche,chargo/feiji_feitianjiche
飞机,【2025医院活动ESP】BOSS 富兰克林&鹰 战斗机,feiji_feitianjiuyuanche,1,0,battle-assets/飞机/chargo__feiji_feitianjiuyuanche,chargo/feiji_feitianjiuyuanche
飞机,飞天马车(鱼雷),feiji_feitianmache,2,0,battle-assets/飞机/chargo__feiji_feitianmache,chargo/feiji_feitianmache
飞机,飞天汽车啾(鱼雷),feiji_feitianqiche,2,1,battle-assets/飞机/chargo__feiji_feitianqiche,chargo/feiji_feitianqiche
飞机,飞艇啾(鱼雷),feiji_feiting,2,0,battle-assets/飞机/chargo__feiji_feiting,chargo/feiji_feiting
飞机,“飞剑龙”式双翼无人机（鱼雷机）,feiji_fulici,1,0,battle-assets/飞机/chargo__feiji_fulici,chargo/feiji_fulici
飞机,【2025马塞纳活动B2】BOSS 阿尔比恩 鱼雷机,feiji_fulingqishi,2,0,battle-assets/飞机/chargo__feiji_fulingqishi,chargo/feiji_fulingqishi
飞机,飞天三角钢琴(鱼雷),feiji_gangqin,2,0,battle-assets/飞机/chargo__feiji_gangqin,chargo/feiji_gangqin
飞机,【2025医院活动ESP】BOSS 哈尔福德 战斗机,feiji_ghost2,2,0,battle-assets/飞机/chargo__feiji_ghost2,chargo/feiji_ghost2
飞机,贡多拉飞机(鱼雷),feiji_gongduola,1,0,battle-assets/飞机/chargo__feiji_gongduola,chargo/feiji_gongduola
飞机,超级折扣推车（鱼雷）,feiji_gouwucherifu,2,0,battle-assets/飞机/chargo__feiji_gouwucherifu,chargo/feiji_gouwucherifu
飞机,购物啾飞机（鱼雷）,feiji_gouwujiu,1,0,battle-assets/飞机/chargo__feiji_gouwujiu,chargo/feiji_gouwujiu
飞机,机车啾飞机（鱼雷）,feiji_guaidaojiu,1,0,battle-assets/飞机/chargo__feiji_guaidaojiu,chargo/feiji_guaidaojiu
飞机,白袍啾飞机（鱼雷）,feiji_guiguaijiu,1,1,battle-assets/飞机/chargo__feiji_guiguaijiu,chargo/feiji_guiguaijiu
飞机,飞天鼓手啾(鱼雷),feiji_gushoujiu,2,1,battle-assets/飞机/chargo__feiji_gushoujiu,chargo/feiji_gushoujiu
飞机,飞翔冒险船飞机(鱼雷),feiji_haidaochuan,2,0,battle-assets/飞机/chargo__feiji_haidaochuan,chargo/feiji_haidaochuan
飞机,【2024风帆二期】骸骨兽航母 飞鱼舰载机（快速冲底） Lv1,feiji_haigushou01,2,0,battle-assets/飞机/chargo__feiji_haigushou01,chargo/feiji_haigushou01
飞机,【2024风帆二期】（换皮）灵体骸骨兽航母 飞鱼舰载机（快速冲底） Lv1,feiji_haigushou02,2,0,battle-assets/飞机/chargo__feiji_haigushou02,chargo/feiji_haigushou02
飞机,航空舞台啾(鱼雷),feiji_hangkongwutai,1,0,battle-assets/飞机/chargo__feiji_hangkongwutai,chargo/feiji_hangkongwutai
飞机,超跑啾飞机（鱼雷）,feiji_haochejiu,1,0,battle-assets/飞机/chargo__feiji_haochejiu,chargo/feiji_haochejiu
飞机,红色沙发飞机(鱼雷),feiji_haohuashafa,2,0,battle-assets/飞机/chargo__feiji_haohuashafa,chargo/feiji_haohuashafa
飞机,【2026本宁顿活动B3】BOSS 噩梦结晶-「执棋型BHR」 轰炸机,feiji_haorenlichade_m,2,0,battle-assets/飞机/chargo__feiji_haorenlichade_m,chargo/feiji_haorenlichade_m
飞机,黑牌执事啾飞机（鱼雷）,feiji_heguanjiu,2,0,battle-assets/飞机/chargo__feiji_heguanjiu,chargo/feiji_heguanjiu
飞机,黑白旗啾飞机（鱼雷）,feiji_heibaiqihuangji,1,0,battle-assets/飞机/chargo__feiji_heibaiqihuangji,chargo/feiji_heibaiqihuangji
飞机,飞天旋转黑板(鱼雷),feiji_heiban,2,0,battle-assets/飞机/chargo__feiji_heiban,chargo/feiji_heiban
飞机,黑森林之钟(鱼雷),feiji_heisenlinzhon,1,0,battle-assets/飞机/chargo__feiji_heisenlinzhon,chargo/feiji_heisenlinzhon
飞机,feiji_heiwu,feiji_heiwu,2,0,battle-assets/飞机/chargo__feiji_heiwu,chargo/feiji_heiwu
飞机,河童飞机(鱼雷),feiji_hetong,2,0,battle-assets/飞机/chargo__feiji_hetong,chargo/feiji_hetong
飞机,沙滩花环啾（鱼雷）,feiji_huahuanjiu_doa,2,0,battle-assets/飞机/chargo__feiji_huahuanjiu_doa,chargo/feiji_huahuanjiu_doa
飞机,花精飞机(鱼雷),feiji_huajing,1,0,battle-assets/飞机/chargo__feiji_huajing,chargo/feiji_huajing
飞机,华丽扫帚(鱼雷),feiji_hualisaozhou,2,0,battle-assets/飞机/chargo__feiji_hualisaozhou,chargo/feiji_hualisaozhou
飞机,尼罗女皇啾（鱼雷）,feiji_huanghou,2,0,battle-assets/飞机/chargo__feiji_huanghou,chargo/feiji_huanghou
飞机,飞翔风帆舰飞机(鱼雷),feiji_huangjiachuan,2,0,battle-assets/飞机/chargo__feiji_huangjiachuan,chargo/feiji_huangjiachuan
飞机,啾相框飞机（鱼雷）,feiji_huangjixiangkuang,1,0,battle-assets/飞机/chargo__feiji_huangjixiangkuang,chargo/feiji_huangjixiangkuang
飞机,支援武器煌翼炎龙,feiji_huangyiyanlong,2,0,battle-assets/飞机/chargo__feiji_huangyiyanlong,chargo/feiji_huangyiyanlong
飞机,【2024阿尔萨斯活动B3】BOSS 旗风 第二波 辉光 辉光结晶飞机 冲底（血少）,feiji_huiguangzhihe,1,4,battle-assets/飞机/chargo__feiji_huiguangzhihe,chargo/feiji_huiguangzhihe
飞机,虎鲸骑士啾（鱼雷）,feiji_hujingjiu_doa,2,0,battle-assets/飞机/chargo__feiji_hujingjiu_doa,chargo/feiji_hujingjiu_doa
飞机,白上吹雪狐笋轰炸机Lv1,feiji_hulifeiji,2,0,battle-assets/飞机/chargo__feiji_hulifeiji,chargo/feiji_hulifeiji
飞机,转运锦鲤(鱼雷),feiji_hunianjinli,2,2,battle-assets/飞机/chargo__feiji_hunianjinli,chargo/feiji_hunianjinli
飞机,啾啾孔明灯(鱼雷),feiji_huniankongmingdeng,2,4,battle-assets/飞机/chargo__feiji_huniankongmingdeng,chargo/feiji_huniankongmingdeng
飞机,腾云仙鹤(鱼雷),feiji_hunianxianhe,1,0,battle-assets/飞机/chargo__feiji_hunianxianhe,chargo/feiji_hunianxianhe
飞机,【2024春节共斗 EX难度】关卡仙鹤飞机空袭 战斗机,feiji_hunianxianhe_small,1,0,battle-assets/飞机/chargo__feiji_hunianxianhe_small,chargo/feiji_hunianxianhe_small
飞机,火车啾(鱼雷),feiji_huoche,1,0,battle-assets/飞机/chargo__feiji_huoche,chargo/feiji_huoche
